
2021-05-11 16:50:54,800 - INFO
NoneType: None
2021-05-11 16:51:08,183 - INFO
NoneType: None
2021-05-11 18:25:44,793 - INFO
2021-05-12 11:57:10,761 - INFO
2021-05-12 13:15:16,922 - INFO
2021-05-12 13:26:29,239 - INFO
2021-05-12 13:28:21,845 - INFO
2021-05-12 17:18:09,726 - INFO
2021-05-12 17:32:31,250 - INFO
2021-05-12 19:33:21,937 - INFO
2021-05-13 09:10:47,963 - INFO
2021-05-13 10:20:36,474 - INFO
2021-05-13 18:19:50,928 - INFO
2021-05-13 18:21:05,386 - INFO
2021-05-13 18:22:03,240 - INFO
2021-05-13 18:23:57,058 - INFO
2021-05-13 18:35:02,469 - INFO
2021-05-13 18:40:27,421 - INFO
2021-05-13 18:42:28,892 - INFO
2021-05-14 17:49:22,992 - INFO
2021-05-14 18:03:39,893 - INFO
2021-05-14 18:16:55,857 - INFO
2021-05-14 18:17:34,613 - INFO
2021-05-14 18:18:53,962 - INFO
2021-05-14 18:19:15,245 - INFO
2021-05-14 20:16:38,237 - INFO
2021-05-14 20:21:17,111 - INFO
2021-05-14 20:26:20,223 - INFO
2021-05-14 20:30:36,857 - INFO
2021-05-14 20:35:12,969 - INFO
2021-05-14 20:40:28,725 - INFO
2021-05-14 20:44:23,332 - INFO
2021-05-14 20:47:41,815 - INFO
2021-05-14 21:00:52,013 - INFO
2021-05-14 21:01:43,870 - INFO
2021-05-14 21:05:24,193 - INFO
2021-05-14 21:10:28,026 - INFO
2021-05-14 21:18:12,914 - INFO
2021-05-14 21:22:21,997 - INFO
2021-05-14 22:01:49,692 - INFO
2021-05-14 22:07:16,053 - INFO
2021-05-14 22:08:41,338 - INFO
2021-05-14 22:10:39,566 - INFO
2021-05-14 22:12:14,417 - INFO
2021-05-14 22:13:17,517 - INFO
2021-05-14 22:19:00,361 - INFO
2021-05-14 22:19:51,786 - INFO
2021-05-14 22:26:43,020 - INFO
2021-05-15 00:09:43,427 - INFO
2021-05-15 00:16:33,698 - INFO
2021-05-15 00:17:48,554 - INFO
2021-05-15 00:20:03,132 - INFO
2021-05-15 00:23:19,202 - INFO
2021-05-15 00:25:32,831 - INFO
2021-05-15 00:26:52,027 - INFO
2021-05-15 00:27:23,734 - INFO
2021-05-15 00:30:16,909 - INFO
2021-05-15 00:31:50,034 - INFO
2021-05-15 00:34:17,219 - INFO
